
[Name]
FLUENT PT for Anthracite

[Data]
X [ m ], Y [ m ], Z [ m ], Anthracite.Particle ID, Anthracite.Particle Time [ s ], Anthracite.Particle X Velocity [ m s^-1 ], Anthracite.Particle Y Velocity [ m s^-1 ], Pressure [ Pa ]
1.04840800e-01, 8.29430878e-01, 0.00000000e+00, 2.00000000e+00, 5.01999998e+00, -6.09850399e-02, 2.22783893e-01, -7.84448832e-02
1.03614800e-01, 8.33911777e-01, 0.00000000e+00, 2.00000000e+00, 5.03999996e+00, -6.19919002e-02, 2.26576701e-01, -8.00984204e-02
1.02369100e-01, 8.38464379e-01, 0.00000000e+00, 2.00000000e+00, 5.05999994e+00, -6.31341264e-02, 2.30301306e-01, -8.18336755e-02
1.01103999e-01, 8.43080580e-01, 0.00000000e+00, 2.00000000e+00, 5.07999992e+00, -6.40159175e-02, 2.33226001e-01, -8.37376416e-02
9.98194218e-02, 8.47759485e-01, 0.00000000e+00, 2.00000000e+00, 5.09999990e+00, -6.50978386e-02, 2.36540705e-01, -8.57247859e-02
9.85140502e-02, 8.52501929e-01, 0.00000000e+00, 2.00000000e+00, 5.11999989e+00, -6.54562116e-02, 2.37744406e-01, -8.78692642e-02
9.71876383e-02, 8.57307494e-01, 0.00000000e+00, 2.00000000e+00, 5.13999987e+00, -6.70599118e-02, 2.42381305e-01, -9.01440978e-02
9.58400890e-02, 8.62171590e-01, 0.00000000e+00, 2.00000000e+00, 5.15999985e+00, -6.77561015e-02, 2.44152203e-01, -9.25934613e-02
9.44648311e-02, 8.67106676e-01, 0.00000000e+00, 2.00000000e+00, 5.17999983e+00, -6.95481300e-02, 2.48735204e-01, -9.52092782e-02
9.30684209e-02, 8.72095108e-01, 0.00000000e+00, 2.00000000e+00, 5.19999981e+00, -7.01710284e-02, 2.50275612e-01, -9.80766490e-02
9.16476697e-02, 8.77142608e-01, 0.00000000e+00, 2.00000000e+00, 5.21999979e+00, -7.19344988e-02, 2.54357189e-01, -1.01159900e-01
9.02025178e-02, 8.82244885e-01, 0.00000000e+00, 2.00000000e+00, 5.23999977e+00, -7.31864870e-02, 2.57337898e-01, -1.04527369e-01
8.87384266e-02, 8.87393594e-01, 0.00000000e+00, 2.00000000e+00, 5.26000023e+00, -7.32219592e-02, 2.57524312e-01, -1.08129263e-01
8.72614682e-02, 8.92572105e-01, 0.00000000e+00, 2.00000000e+00, 5.28000021e+00, -7.43908808e-02, 2.60107189e-01, -1.11994311e-01
8.57603177e-02, 8.97800982e-01, 0.00000000e+00, 2.00000000e+00, 5.30000019e+00, -7.54503906e-02, 2.62750089e-01, -1.16176285e-01
8.42538923e-02, 9.03056085e-01, 0.00000000e+00, 2.00000000e+00, 5.32000017e+00, -7.51610622e-02, 2.62755394e-01, -1.20667234e-01
8.27439576e-02, 9.08324897e-01, 0.00000000e+00, 2.00000000e+00, 5.34000015e+00, -7.58317709e-02, 2.64122188e-01, -1.25457659e-01
8.12416896e-02, 9.13601875e-01, 0.00000000e+00, 2.00000000e+00, 5.36000013e+00, -7.43251294e-02, 2.63534993e-01, -1.30564421e-01
7.97803476e-02, 9.18858528e-01, 0.00000000e+00, 2.00000000e+00, 5.38000011e+00, -7.14661479e-02, 2.61902601e-01, -1.36044353e-01
7.83649683e-02, 9.24087882e-01, 0.00000000e+00, 2.00000000e+00, 5.40000010e+00, -7.00412020e-02, 2.61013210e-01, -1.41472280e-01
7.70353004e-02, 9.29259479e-01, 0.00000000e+00, 2.00000000e+00, 5.42000008e+00, -6.42428324e-02, 2.57042795e-01, -1.47200152e-01
7.58061334e-02, 9.34360623e-01, 0.00000000e+00, 2.00000000e+00, 5.44000006e+00, -5.91761209e-02, 2.53428400e-01, -1.52385667e-01
7.47821778e-02, 9.39308703e-01, 0.00000000e+00, 2.00000000e+00, 5.46000004e+00, -4.00244705e-02, 2.40323797e-01, -1.57587364e-01
7.40062594e-02, 9.44099784e-01, 0.00000000e+00, 2.00000000e+00, 5.48000002e+00, -3.74657996e-02, 2.38722995e-01, -1.60846919e-01
7.35735223e-02, 9.48661983e-01, 0.00000000e+00, 2.00000000e+00, 5.50000000e+00, -1.96125801e-03, 2.16474995e-01, -1.63367659e-01
7.35946596e-02, 9.52959120e-01, 0.00000000e+00, 2.00000000e+00, 5.51999998e+00, 6.02544704e-03, 2.12189898e-01, -1.63101390e-01
7.42475614e-02, 9.56902802e-01, 0.00000000e+00, 2.00000000e+00, 5.53999996e+00, 5.24721593e-02, 1.86401099e-01, -1.60634205e-01
7.56935403e-02, 9.60444093e-01, 0.00000000e+00, 2.00000000e+00, 5.55999994e+00, 9.48901474e-02, 1.66917205e-01, -1.55495375e-01
7.80069381e-02, 9.63584304e-01, 0.00000000e+00, 2.00000000e+00, 5.57999992e+00, 1.36683702e-01, 1.46948501e-01, -1.45820871e-01
8.13598111e-02, 9.66303408e-01, 0.00000000e+00, 2.00000000e+00, 5.59999990e+00, 2.07599998e-01, 1.22817799e-01, -1.33751720e-01
8.55184272e-02, 9.68756616e-01, 0.00000000e+00, 2.00000000e+00, 5.61999989e+00, 2.08261698e-01, 1.22509398e-01, -1.22256272e-01
9.08070877e-02, 9.70796227e-01, 0.00000000e+00, 2.00000000e+00, 5.63999987e+00, 2.88888097e-01, 9.44176689e-02, -1.08548708e-01
9.71695408e-02, 9.72516298e-01, 0.00000000e+00, 2.00000000e+00, 5.65999985e+00, 3.22520196e-01, 8.50765109e-02, -9.56448764e-02
1.04693897e-01, 9.73910272e-01, 0.00000000e+00, 2.00000000e+00, 5.67999983e+00, 4.06333089e-01, 6.36941269e-02, -8.29655975e-02
1.13394000e-01, 9.75018919e-01, 0.00000000e+00, 2.00000000e+00, 5.69999981e+00, 4.65791702e-01, 4.98807915e-02, -7.13435933e-02
1.23063102e-01, 9.75916028e-01, 0.00000000e+00, 2.00000000e+00, 5.71999979e+00, 5.11393428e-01, 4.01475802e-02, -6.11634478e-02
1.33556902e-01, 9.76655900e-01, 0.00000000e+00, 2.00000000e+00, 5.73999977e+00, 5.50896406e-01, 3.17980796e-02, -5.24501950e-02
1.44785896e-01, 9.77246583e-01, 0.00000000e+00, 2.00000000e+00, 5.76000023e+00, 5.82517624e-01, 2.55740806e-02, -4.51124758e-02
1.56620204e-01, 9.77731824e-01, 0.00000000e+00, 2.00000000e+00, 5.78000021e+00, 6.09299779e-01, 2.11926904e-02, -3.90157886e-02
1.68988302e-01, 9.78131294e-01, 0.00000000e+00, 2.00000000e+00, 5.80000019e+00, 6.35769427e-01, 1.71782207e-02, -3.40195633e-02
1.81842506e-01, 9.78456080e-01, 0.00000000e+00, 2.00000000e+00, 5.82000017e+00, 6.56682312e-01, 1.42669398e-02, -3.00043821e-02
1.95080295e-01, 9.78726089e-01, 0.00000000e+00, 2.00000000e+00, 5.84000015e+00, 6.71870589e-01, 1.22010196e-02, -2.70124152e-02
2.08645999e-01, 9.78949010e-01, 0.00000000e+00, 2.00000000e+00, 5.86000013e+00, 6.87393486e-01, 9.82119422e-03, -2.48100404e-02
2.22503006e-01, 9.79132473e-01, 0.00000000e+00, 2.00000000e+00, 5.88000011e+00, 7.02491224e-01, 7.99760036e-03, -2.33058613e-02
2.36592397e-01, 9.79286671e-01, 0.00000000e+00, 2.00000000e+00, 5.90000010e+00, 7.10304022e-01, 6.99971803e-03, -2.25032363e-02
2.50854909e-01, 9.79419172e-01, 0.00000000e+00, 2.00000000e+00, 5.92000008e+00, 7.17186391e-01, 6.14743214e-03, -2.22114678e-02
2.65292287e-01, 9.79530811e-01, 0.00000000e+00, 2.00000000e+00, 5.94000006e+00, 7.28639305e-01, 4.77285497e-03, -2.24983878e-02
2.79902011e-01, 9.79621828e-01, 0.00000000e+00, 2.00000000e+00, 5.96000004e+00, 7.33446479e-01, 4.23015514e-03, -2.33030971e-02
2.94629812e-01, 9.79699790e-01, 0.00000000e+00, 2.00000000e+00, 5.98000002e+00, 7.41464019e-01, 3.34513211e-03, -2.45727487e-02
3.09482813e-01, 9.79764283e-01, 0.00000000e+00, 2.00000000e+00, 6.00000000e+00, 7.44886279e-01, 2.99408101e-03, -2.62626577e-02
3.24418813e-01, 9.79820371e-01, 0.00000000e+00, 2.00000000e+00, 6.01999998e+00, 7.50673890e-01, 2.41422490e-03, -2.83090919e-02
3.39449286e-01, 9.79867220e-01, 0.00000000e+00, 2.00000000e+00, 6.03999996e+00, 7.53239512e-01, 2.18302710e-03, -3.06845047e-02
3.54543090e-01, 9.79908288e-01, 0.00000000e+00, 2.00000000e+00, 6.05999994e+00, 7.57550776e-01, 1.79922197e-03, -3.33271101e-02
3.69707793e-01, 9.79943275e-01, 0.00000000e+00, 2.00000000e+00, 6.07999992e+00, 7.59502828e-01, 1.64679706e-03, -3.62055153e-02
3.84921789e-01, 9.79974508e-01, 0.00000000e+00, 2.00000000e+00, 6.09999990e+00, 7.62835324e-01, 1.39172398e-03, -3.92654538e-02
4.00191486e-01, 9.80001628e-01, 0.00000000e+00, 2.00000000e+00, 6.11999989e+00, 7.65290797e-01, 1.22844905e-03, -4.24662903e-02
4.15507108e-01, 9.80025709e-01, 0.00000000e+00, 2.00000000e+00, 6.13999987e+00, 7.67105877e-01, 1.12515001e-03, -4.57600653e-02
4.30860609e-01, 9.80047703e-01, 0.00000000e+00, 2.00000000e+00, 6.15999985e+00, 7.68437207e-01, 1.06162298e-03, -4.90966737e-02
4.46248204e-01, 9.80068088e-01, 0.00000000e+00, 2.00000000e+00, 6.17999983e+00, 7.70718098e-01, 9.58022079e-04, -5.24222143e-02
4.61673409e-01, 9.80086982e-01, 0.00000000e+00, 2.00000000e+00, 6.19999981e+00, 7.71889806e-01, 9.20337392e-04, -5.56910783e-02
4.77129310e-01, 9.80104804e-01, 0.00000000e+00, 2.00000000e+00, 6.21999979e+00, 7.73909926e-01, 8.52896017e-04, -5.88255972e-02
4.92618799e-01, 9.80121613e-01, 0.00000000e+00, 2.00000000e+00, 6.23999977e+00, 7.75811195e-01, 8.06009688e-04, -6.17928430e-02
5.08141577e-01, 9.80137706e-01, 0.00000000e+00, 2.00000000e+00, 6.26000023e+00, 7.76843905e-01, 7.91747472e-04, -6.44954368e-02
5.23690701e-01, 9.80153382e-01, 0.00000000e+00, 2.00000000e+00, 6.28000021e+00, 7.78643012e-01, 7.71305116e-04, -6.68940917e-02
5.39271295e-01, 9.80168819e-01, 0.00000000e+00, 2.00000000e+00, 6.30000019e+00, 7.79645979e-01, 7.66635989e-04, -6.88959807e-02
5.54877818e-01, 9.80184078e-01, 0.00000000e+00, 2.00000000e+00, 6.32000017e+00, 7.81406224e-01, 7.61019182e-04, -7.04253092e-02
5.70514500e-01, 9.80199277e-01, 0.00000000e+00, 2.00000000e+00, 6.34000015e+00, 7.82401621e-01, 7.60774303e-04, -7.14237466e-02
5.86177707e-01, 9.80214477e-01, 0.00000000e+00, 2.00000000e+00, 6.36000013e+00, 7.84154296e-01, 7.58825219e-04, -7.17448071e-02
6.01870596e-01, 9.80229616e-01, 0.00000000e+00, 2.00000000e+00, 6.38000011e+00, 7.85900772e-01, 7.51673884e-04, -7.13886023e-02
6.17594600e-01, 9.80244577e-01, 0.00000000e+00, 2.00000000e+00, 6.40000010e+00, 7.86886394e-01, 7.43589306e-04, -7.01395720e-02
6.33344114e-01, 9.80259180e-01, 0.00000000e+00, 2.00000000e+00, 6.42000008e+00, 7.88587391e-01, 7.11639994e-04, -6.80017024e-02
6.49123073e-01, 9.80273306e-01, 0.00000000e+00, 2.00000000e+00, 6.44000006e+00, 7.89527178e-01, 6.83917373e-04, -6.48049116e-02
6.64926291e-01, 9.80286300e-01, 0.00000000e+00, 2.00000000e+00, 6.46000004e+00, 7.91074812e-01, 5.96110476e-04, -6.04306497e-02
6.80755198e-01, 9.80297685e-01, 0.00000000e+00, 2.00000000e+00, 6.48000002e+00, 7.91888714e-01, 5.28585806e-04, -5.48416898e-02
6.96604371e-01, 9.80306685e-01, 0.00000000e+00, 2.00000000e+00, 6.50000000e+00, 7.93061316e-01, 3.32947995e-04, -4.77212891e-02
7.12471485e-01, 9.80311692e-01, 0.00000000e+00, 2.00000000e+00, 6.51999998e+00, 7.93770373e-01, 2.26032498e-05, -3.91404442e-02
7.28349209e-01, 9.80310917e-01, 0.00000000e+00, 2.00000000e+00, 6.53999996e+00, 7.93972909e-01, -1.94357097e-04, -2.87854150e-02
7.44227409e-01, 9.80303109e-01, 0.00000000e+00, 2.00000000e+00, 6.55999994e+00, 7.93464601e-01, -7.79039692e-04, -1.65629759e-02
7.60092080e-01, 9.80284393e-01, 0.00000000e+00, 2.00000000e+00, 6.57999992e+00, 7.92827785e-01, -1.17303804e-03, -2.36641592e-03
7.75929391e-01, 9.80252802e-01, 0.00000000e+00, 2.00000000e+00, 6.59999990e+00, 7.90100515e-01, -2.20715906e-03, 1.42483804e-02
7.91708589e-01, 9.80201483e-01, 0.00000000e+00, 2.00000000e+00, 6.61999989e+00, 7.85018981e-01, -3.68048600e-03, 3.31773274e-02
8.07390928e-01, 9.80122983e-01, 0.00000000e+00, 2.00000000e+00, 6.63999987e+00, 7.81348228e-01, -4.63633006e-03, 5.50087728e-02
8.22956502e-01, 9.80015516e-01, 0.00000000e+00, 2.00000000e+00, 6.65999985e+00, 7.70780027e-01, -7.09117018e-03, 7.98244402e-02
8.38316500e-01, 9.79861200e-01, 0.00000000e+00, 2.00000000e+00, 6.67999983e+00, 7.63547421e-01, -8.69664457e-03, 1.08009741e-01
8.53441477e-01, 9.79655504e-01, 0.00000000e+00, 2.00000000e+00, 6.69999981e+00, 7.43833721e-01, -1.29666897e-02, 1.40147999e-01
8.68203521e-01, 9.79371786e-01, 0.00000000e+00, 2.00000000e+00, 6.71999979e+00, 7.18453228e-01, -1.83110908e-02, 1.76546872e-01
8.82414222e-01, 9.78968620e-01, 0.00000000e+00, 2.00000000e+00, 6.73999977e+00, 6.93895996e-01, -2.41252296e-02, 2.17757106e-01
8.95980477e-01, 9.78416920e-01, 0.00000000e+00, 2.00000000e+00, 6.76000023e+00, 6.57803118e-01, -3.23689394e-02, 2.64639676e-01
9.08706188e-01, 9.77656722e-01, 0.00000000e+00, 2.00000000e+00, 6.78000021e+00, 6.05661571e-01, -4.56704088e-02, 3.16997111e-01
9.20322597e-01, 9.76585686e-01, 0.00000000e+00, 2.00000000e+00, 6.80000019e+00, 5.41712224e-01, -6.76120594e-02, 3.74819070e-01
9.30531025e-01, 9.75052118e-01, 0.00000000e+00, 2.00000000e+00, 6.82000017e+00, 4.65251595e-01, -9.55317095e-02, 4.37550455e-01
9.39025700e-01, 9.72864270e-01, 0.00000000e+00, 2.00000000e+00, 6.84000015e+00, 3.67186189e-01, -1.35698393e-01, 5.00270903e-01
9.45570409e-01, 9.69767690e-01, 0.00000000e+00, 2.00000000e+00, 6.86000013e+00, 2.72969186e-01, -1.82880402e-01, 5.56706846e-01
9.50082421e-01, 9.65565383e-01, 0.00000000e+00, 2.00000000e+00, 6.88000011e+00, 1.81234002e-01, -2.40055695e-01, 5.86165130e-01
9.52797592e-01, 9.60141718e-01, 0.00000000e+00, 2.00000000e+00, 6.90000010e+00, 8.49587694e-02, -3.10422212e-01, 5.95999181e-01
9.54002798e-01, 9.53501582e-01, 0.00000000e+00, 2.00000000e+00, 6.92000008e+00, 2.70454101e-02, -3.61100793e-01, 5.71232557e-01
9.54197884e-01, 9.45893884e-01, 0.00000000e+00, 2.00000000e+00, 6.94000006e+00, -1.69818904e-02, -4.10014510e-01, 5.29775143e-01
9.53707814e-01, 9.37534392e-01, 0.00000000e+00, 2.00000000e+00, 6.96000004e+00, -3.93629707e-02, -4.34549987e-01, 4.80068773e-01
9.52773273e-01, 9.28682506e-01, 0.00000000e+00, 2.00000000e+00, 6.98000002e+00, -5.31954207e-02, -4.48628694e-01, 4.29805249e-01
9.51591372e-01, 9.19579327e-01, 0.00000000e+00, 2.00000000e+00, 7.00000000e+00, -6.63938969e-02, -4.60168511e-01, 3.82988304e-01
9.50209796e-01, 9.10329700e-01, 0.00000000e+00, 2.00000000e+00, 7.01999998e+00, -7.55129009e-02, -4.64685500e-01, 3.41234982e-01
9.48679328e-01, 9.01040018e-01, 0.00000000e+00, 2.00000000e+00, 7.03999996e+00, -7.87223727e-02, -4.63790506e-01, 3.04133207e-01
9.47065175e-01, 8.91796112e-01, 0.00000000e+00, 2.00000000e+00, 7.05999994e+00, -8.45949426e-02, -4.60076690e-01, 2.71401405e-01
9.45356309e-01, 8.82658422e-01, 0.00000000e+00, 2.00000000e+00, 7.07999992e+00, -8.91518369e-02, -4.54071492e-01, 2.42160663e-01
9.43568110e-01, 8.73667121e-01, 0.00000000e+00, 2.00000000e+00, 7.09999990e+00, -9.20459479e-02, -4.45659906e-01, 2.16421008e-01
9.41718817e-01, 8.64844382e-01, 0.00000000e+00, 2.00000000e+00, 7.11999989e+00, -9.39873531e-02, -4.34496790e-01, 1.94004118e-01
9.39826787e-01, 8.56219172e-01, 0.00000000e+00, 2.00000000e+00, 7.13999987e+00, -9.60033685e-02, -4.23060596e-01, 1.73988253e-01
9.37899470e-01, 8.47805381e-01, 0.00000000e+00, 2.00000000e+00, 7.15999985e+00, -9.70935971e-02, -4.14652497e-01, 1.55725196e-01
9.35944617e-01, 8.39569688e-01, 0.00000000e+00, 2.00000000e+00, 7.17999983e+00, -9.83844921e-02, -4.01337385e-01, 1.39758408e-01
9.33970392e-01, 8.31565380e-01, 0.00000000e+00, 2.00000000e+00, 7.19999981e+00, -9.96788368e-02, -3.94912094e-01, 1.25600547e-01
9.31979418e-01, 8.23729098e-01, 0.00000000e+00, 2.00000000e+00, 7.21999979e+00, -9.94266272e-02, -3.88880402e-01, 1.13125496e-01
9.29979324e-01, 8.16102624e-01, 0.00000000e+00, 2.00000000e+00, 7.23999977e+00, -1.00159600e-01, -3.71305704e-01, 1.01947971e-01
9.27976429e-01, 8.08695614e-01, 0.00000000e+00, 2.00000000e+00, 7.26000023e+00, -1.00065298e-01, -3.63828987e-01, 9.15863216e-02
9.25973475e-01, 8.01433325e-01, 0.00000000e+00, 2.00000000e+00, 7.28000021e+00, -1.00219399e-01, -3.62399697e-01, 8.23427960e-02
9.23978388e-01, 7.94331193e-01, 0.00000000e+00, 2.00000000e+00, 7.30000019e+00, -9.94729027e-02, -3.50837290e-01, 7.41677210e-02
9.21996891e-01, 7.87452877e-01, 0.00000000e+00, 2.00000000e+00, 7.32000017e+00, -9.85462815e-02, -3.38551790e-01, 6.67737424e-02
9.20031071e-01, 7.80733526e-01, 0.00000000e+00, 2.00000000e+00, 7.34000015e+00, -9.72051769e-02, -3.27235311e-01, 6.00106902e-02
9.18086827e-01, 7.74188280e-01, 0.00000000e+00, 2.00000000e+00, 7.36000013e+00, -9.72247869e-02, -3.27283710e-01, 5.38798422e-02
9.16166425e-01, 7.67798603e-01, 0.00000000e+00, 2.00000000e+00, 7.38000011e+00, -9.52478424e-02, -3.15049201e-01, 4.82779630e-02
9.14266109e-01, 7.61520982e-01, 0.00000000e+00, 2.00000000e+00, 7.40000010e+00, -9.47876126e-02, -3.12711298e-01, 4.31680977e-02
9.12392020e-01, 7.55373299e-01, 0.00000000e+00, 2.00000000e+00, 7.42000008e+00, -9.29938033e-02, -3.03912699e-01, 3.86855938e-02
9.10557926e-01, 7.49396920e-01, 0.00000000e+00, 2.00000000e+00, 7.44000006e+00, -9.03987736e-02, -2.93520391e-01, 3.45570855e-02
9.08756971e-01, 7.43551016e-01, 0.00000000e+00, 2.00000000e+00, 7.46000004e+00, -8.95245671e-02, -2.90467501e-01, 3.07726637e-02
9.06987309e-01, 7.37815380e-01, 0.00000000e+00, 2.00000000e+00, 7.48000002e+00, -8.74624103e-02, -2.83204496e-01, 2.72798464e-02
9.05249476e-01, 7.32183695e-01, 0.00000000e+00, 2.00000000e+00, 7.50000000e+00, -8.49004313e-02, -2.75276810e-01, 2.40689591e-02
9.03556108e-01, 7.26694822e-01, 0.00000000e+00, 2.00000000e+00, 7.51999998e+00, -8.43419135e-02, -2.73302197e-01, 2.12410185e-02
9.01890099e-01, 7.21281409e-01, 0.00000000e+00, 2.00000000e+00, 7.53999996e+00, -8.16553384e-02, -2.66210407e-01, 1.85798947e-02
9.00262415e-01, 7.15975881e-01, 0.00000000e+00, 2.00000000e+00, 7.55999994e+00, -8.11180025e-02, -2.64331400e-01, 1.62789412e-02
8.98662329e-01, 7.10746825e-01, 0.00000000e+00, 2.00000000e+00, 7.57999992e+00, -7.76708275e-02, -2.55342394e-01, 1.40043423e-02
8.97108793e-01, 7.05639780e-01, 0.00000000e+00, 2.00000000e+00, 7.59999990e+00, -7.76811093e-02, -2.55358607e-01, 1.20303323e-02
8.95585418e-01, 7.00607717e-01, 0.00000000e+00, 2.00000000e+00, 7.61999989e+00, -7.43008479e-02, -2.46601298e-01, 1.01615349e-02
8.94099891e-01, 6.95676923e-01, 0.00000000e+00, 2.00000000e+00, 7.63999987e+00, -7.42486566e-02, -2.46485397e-01, 8.54476448e-03
8.92641723e-01, 6.90806806e-01, 0.00000000e+00, 2.00000000e+00, 7.65999985e+00, -7.10868612e-02, -2.38617703e-01, 7.00793695e-03
8.91219676e-01, 6.86034203e-01, 0.00000000e+00, 2.00000000e+00, 7.67999983e+00, -7.11092204e-02, -2.38645494e-01, 5.69009315e-03
8.89822721e-01, 6.81320608e-01, 0.00000000e+00, 2.00000000e+00, 7.69999981e+00, -6.82569668e-02, -2.31796995e-01, 4.42057010e-03
8.88458490e-01, 6.76688015e-01, 0.00000000e+00, 2.00000000e+00, 7.71999979e+00, -6.81588203e-02, -2.31463507e-01, 3.27788037e-03
8.87117386e-01, 6.72115088e-01, 0.00000000e+00, 2.00000000e+00, 7.73999977e+00, -6.60032928e-02, -2.25972399e-01, 2.19076080e-03
8.85804474e-01, 6.67618096e-01, 0.00000000e+00, 2.00000000e+00, 7.76000023e+00, -6.52331784e-02, -2.23574802e-01, 1.25038251e-03
8.84511471e-01, 6.63172305e-01, 0.00000000e+00, 2.00000000e+00, 7.78000021e+00, -6.31098822e-02, -2.18164206e-01, 3.76663083e-04
8.83252382e-01, 6.58820808e-01, 0.00000000e+00, 2.00000000e+00, 7.80000019e+00, -6.25760406e-02, -2.16257602e-01, -3.90539441e-04
8.82006109e-01, 6.54507875e-01, 0.00000000e+00, 2.00000000e+00, 7.82000017e+00, -6.20509982e-02, -2.15031803e-01, -1.08152628e-03
8.80780697e-01, 6.50253773e-01, 0.00000000e+00, 2.00000000e+00, 7.84000015e+00, -6.02247603e-02, -2.09424302e-01, -1.71344331e-03
8.79579604e-01, 6.46076381e-01, 0.00000000e+00, 2.00000000e+00, 7.86000013e+00, -5.94832711e-02, -2.07013801e-01, -2.26844219e-03
8.78392279e-01, 6.41944587e-01, 0.00000000e+00, 2.00000000e+00, 7.88000011e+00, -5.92503883e-02, -2.06163704e-01, -2.82607088e-03
8.77217829e-01, 6.37857080e-01, 0.00000000e+00, 2.00000000e+00, 7.90000010e+00, -5.82280196e-02, -2.02693596e-01, -3.29632242e-03
8.76059592e-01, 6.33823395e-01, 0.00000000e+00, 2.00000000e+00, 7.92000008e+00, -5.75901084e-02, -2.00677797e-01, -3.72787565e-03
8.74918401e-01, 6.29852712e-01, 0.00000000e+00, 2.00000000e+00, 7.94000006e+00, -5.64013012e-02, -1.95773393e-01, -4.10921965e-03
8.73792112e-01, 6.25943899e-01, 0.00000000e+00, 2.00000000e+00, 7.96000004e+00, -5.62268011e-02, -1.95110396e-01, -4.43266984e-03
8.72675121e-01, 6.22069895e-01, 0.00000000e+00, 2.00000000e+00, 7.98000002e+00, -5.50280102e-02, -1.90098599e-01, -4.73235082e-03
8.71574998e-01, 6.18273377e-01, 0.00000000e+00, 2.00000000e+00, 8.00000000e+00, -5.49625717e-02, -1.89471394e-01, -4.97303624e-03
8.70479405e-01, 6.14501297e-01, 0.00000000e+00, 2.00000000e+00, 8.02000046e+00, -5.45978583e-02, -1.87741399e-01, -5.18767582e-03
8.69394004e-01, 6.10780776e-01, 0.00000000e+00, 2.00000000e+00, 8.03999996e+00, -5.36925383e-02, -1.83148697e-01, -5.39801130e-03
8.68320107e-01, 6.07119918e-01, 0.00000000e+00, 2.00000000e+00, 8.06000042e+00, -5.36958985e-02, -1.82943299e-01, -5.58035495e-03
8.67250800e-01, 6.03489399e-01, 0.00000000e+00, 2.00000000e+00, 8.07999992e+00, -5.29278107e-02, -1.78431302e-01, -5.74419834e-03
8.66192997e-01, 5.99929273e-01, 0.00000000e+00, 2.00000000e+00, 8.10000038e+00, -5.27166612e-02, -1.76736206e-01, -5.87876886e-03
8.65139425e-01, 5.96401691e-01, 0.00000000e+00, 2.00000000e+00, 8.11999989e+00, -5.26396409e-02, -1.76021293e-01, -5.98467235e-03
8.64089429e-01, 5.92899680e-01, 0.00000000e+00, 2.00000000e+00, 8.14000034e+00, -5.23691289e-02, -1.74173996e-01, -6.07465021e-03
8.63045573e-01, 5.89450777e-01, 0.00000000e+00, 2.00000000e+00, 8.15999985e+00, -5.19879609e-02, -1.70617893e-01, -6.13956433e-03
8.62006605e-01, 5.86048007e-01, 0.00000000e+00, 2.00000000e+00, 8.18000031e+00, -5.19139394e-02, -1.69659004e-01, -6.18450623e-03
8.60970199e-01, 5.82674980e-01, 0.00000000e+00, 2.00000000e+00, 8.19999981e+00, -5.17254211e-02, -1.67647898e-01, -6.21591136e-03
8.59938085e-01, 5.79348981e-01, 0.00000000e+00, 2.00000000e+00, 8.22000027e+00, -5.13492115e-02, -1.63467497e-01, -6.22948725e-03
8.58910382e-01, 5.76078713e-01, 0.00000000e+00, 2.00000000e+00, 8.23999977e+00, -5.14219701e-02, -1.63564801e-01, -6.25723228e-03
8.57883215e-01, 5.72826803e-01, 0.00000000e+00, 2.00000000e+00, 8.26000023e+00, -5.13013899e-02, -1.61617905e-01, -6.27223169e-03
8.56859028e-01, 5.69620073e-01, 0.00000000e+00, 2.00000000e+00, 8.27999973e+00, -5.10887802e-02, -1.58724695e-01, -6.27229363e-03
8.55837286e-01, 5.66455185e-01, 0.00000000e+00, 2.00000000e+00, 8.30000019e+00, -5.10776490e-02, -1.57765493e-01, -6.25975616e-03
8.54816318e-01, 5.63317180e-01, 0.00000000e+00, 2.00000000e+00, 8.31999969e+00, -5.10242209e-02, -1.56037197e-01, -6.23638090e-03
8.53796899e-01, 5.60222685e-01, 0.00000000e+00, 2.00000000e+00, 8.34000015e+00, -5.08703291e-02, -1.52813002e-01, -6.20261068e-03
8.52779090e-01, 5.57172716e-01, 0.00000000e+00, 2.00000000e+00, 8.35999966e+00, -5.09180613e-02, -1.52183801e-01, -6.15937589e-03
8.51760685e-01, 5.54145277e-01, 0.00000000e+00, 2.00000000e+00, 8.38000011e+00, -5.09179309e-02, -1.50559902e-01, -6.10669749e-03
8.50742698e-01, 5.51154792e-01, 0.00000000e+00, 2.00000000e+00, 8.39999962e+00, -5.08307703e-02, -1.47131905e-01, -6.04582625e-03
8.49725306e-01, 5.48216820e-01, 0.00000000e+00, 2.00000000e+00, 8.42000008e+00, -5.08799888e-02, -1.45674795e-01, -5.98630076e-03
8.48707080e-01, 5.45306325e-01, 0.00000000e+00, 2.00000000e+00, 8.43999958e+00, -5.09425811e-02, -1.45383105e-01, -5.93643542e-03
8.47688019e-01, 5.42415202e-01, 0.00000000e+00, 2.00000000e+00, 8.46000004e+00, -5.09641506e-02, -1.43718600e-01, -5.87765779e-03
8.46668899e-01, 5.39561510e-01, 0.00000000e+00, 2.00000000e+00, 8.47999954e+00, -5.09460010e-02, -1.41559601e-01, -5.81511762e-03
8.45649183e-01, 5.36741197e-01, 0.00000000e+00, 2.00000000e+00, 8.50000000e+00, -5.10192998e-02, -1.40472203e-01, -5.74650522e-03
